loan_id,amount,term,subgrade,installments,purpose,loan_type,loan_state
690212,18000,36,C2,607.02,debt_consolidation,INDIVIDUAL,Fully Paid
689810,5700,36,A4,176.76,other,INDIVIDUAL,Fully Paid
683534,8000,36,A3,246.73,major_purchase,INDIVIDUAL,Fully Paid
690191,10000,36,D3,348.03,debt_consolidation,INDIVIDUAL,Fully Paid
690178,15000,36,E1,530.33,debt_consolidation,INDIVIDUAL,Charged Off
671363,8500,36,A2,257.78,major_purchase,INDIVIDUAL,Fully Paid
690154,3600,60,F2,92.64,debt_consolidation,INDIVIDUAL,Fully Paid
690138,10000,36,B3,324.42,debt_consolidation,INDIVIDUAL,Charged Off
689989,10000,36,B1,320.94,car,INDIVIDUAL,Fully Paid
690077,1500,36,B3,48.67,other,INDIVIDUAL,Fully Paid
678533,5400,36,A1,162.87,debt_consolidation,INDIVIDUAL,Fully Paid
689986,3000,36,B5,98.38,debt_consolidation,INDIVIDUAL,Fully Paid
690027,9100,60,B3,195.01,wedding,INDIVIDUAL,Fully Paid
690025,12000,36,B2,387.21,debt_consolidation,INDIVIDUAL,Charged Off
690036,30000,60,E5,759.85,major_purchase,INDIVIDUAL,Fully Paid
684740,10400,36,A2,315.4,other,INDIVIDUAL,Fully Paid
689961,18000,60,E2,445.13,debt_consolidation,INDIVIDUAL,Fully Paid
689939,10000,60,B5,217.98,car,INDIVIDUAL,Fully Paid
689934,5000,60,A4,99.7,car,INDIVIDUAL,Fully Paid
689923,27000,60,E5,683.87,debt_consolidation,INDIVIDUAL,Fully Paid
688799,19000,60,E3,473.64,debt_consolidation,INDIVIDUAL,Charged Off
688516,5000,60,A4,99.7,car,INDIVIDUAL,Fully Paid
689904,16000,36,E3,571.56,debt_consolidation,INDIVIDUAL,Fully Paid
689834,6000,60,E3,149.57,small_business,INDIVIDUAL,Fully Paid
689114,18000,60,E3,448.71,debt_consolidation,INDIVIDUAL,Fully Paid
689052,8000,60,B1,168.53,home_improvement,INDIVIDUAL,Fully Paid
681814,29100,60,E5,737.06,debt_consolidation,INDIVIDUAL,Fully Paid
687479,5000,60,B3,107.15,credit_card,INDIVIDUAL,Fully Paid
689627,21000,60,E5,531.9,debt_consolidation,INDIVIDUAL,Fully Paid
689598,12500,36,A3,385.51,other,INDIVIDUAL,Fully Paid
689589,8400,36,B1,269.59,car,INDIVIDUAL,Fully Paid
676271,7000,36,A4,217.07,house,INDIVIDUAL,Fully Paid
689587,15000,60,C4,347.48,credit_card,INDIVIDUAL,Fully Paid
689567,2000,36,A4,62.02,other,INDIVIDUAL,Fully Paid
689552,5000,36,B1,160.47,renewable_energy,INDIVIDUAL,Fully Paid
689549,7200,36,A1,217.16,credit_card,INDIVIDUAL,Fully Paid
670110,25000,60,D2,593.57,small_business,INDIVIDUAL,Fully Paid
680059,12000,60,B2,254.97,major_purchase,INDIVIDUAL,Fully Paid
687690,5000,36,B2,161.34,small_business,INDIVIDUAL,Fully Paid
679744,6000,36,A2,181.97,home_improvement,INDIVIDUAL,Fully Paid
677855,15000,60,D2,356.15,debt_consolidation,INDIVIDUAL,Fully Paid
689371,10000,60,F5,263.5,home_improvement,INDIVIDUAL,Fully Paid
689330,9000,36,B4,293.55,major_purchase,INDIVIDUAL,Fully Paid
688377,8000,36,A3,246.73,major_purchase,INDIVIDUAL,Fully Paid
688792,14000,60,D4,337.86,small_business,INDIVIDUAL,Fully Paid
689255,3600,36,A4,111.64,debt_consolidation,INDIVIDUAL,Fully Paid
689262,6000,36,B4,195.7,debt_consolidation,INDIVIDUAL,Fully Paid
689195,20000,36,E4,718.15,debt_consolidation,INDIVIDUAL,Fully Paid
689192,7350,36,A2,222.91,credit_card,INDIVIDUAL,Fully Paid
689154,4500,36,A4,139.55,home_improvement,INDIVIDUAL,Fully Paid
689149,5000,60,B4,108.07,debt_consolidation,INDIVIDUAL,Fully Paid
689115,1400,36,B2,45.18,debt_consolidation,INDIVIDUAL,Charged Off
689092,7200,60,C4,166.79,car,INDIVIDUAL,Fully Paid
689089,12800,60,B5,279.01,wedding,INDIVIDUAL,Fully Paid
689064,3000,60,B4,64.84,debt_consolidation,INDIVIDUAL,Fully Paid
689036,11400,36,A5,355.45,debt_consolidation,INDIVIDUAL,Fully Paid
688988,10000,36,B4,326.16,small_business,INDIVIDUAL,Fully Paid
669424,12000,36,A3,370.09,debt_consolidation,INDIVIDUAL,Fully Paid
688840,18000,60,C3,413.53,small_business,INDIVIDUAL,Charged Off
688964,30000,60,F1,765.89,debt_consolidation,INDIVIDUAL,Fully Paid
688924,9250,60,C3,212.51,major_purchase,INDIVIDUAL,Fully Paid
688858,12000,36,A4,372.12,home_improvement,INDIVIDUAL,Fully Paid
688914,10000,36,A1,301.6,home_improvement,INDIVIDUAL,Fully Paid
688911,10000,36,C2,337.23,debt_consolidation,INDIVIDUAL,Fully Paid
688845,2200,36,C2,74.2,other,INDIVIDUAL,Fully Paid
688793,11500,60,F4,300.6,credit_card,INDIVIDUAL,Fully Paid
687995,8000,36,A3,246.73,debt_consolidation,INDIVIDUAL,Fully Paid
666355,5800,36,A2,175.9,small_business,INDIVIDUAL,Charged Off
679944,9000,60,C3,206.77,car,INDIVIDUAL,Fully Paid
688740,24000,60,F5,632.39,house,INDIVIDUAL,Fully Paid
688695,35000,36,C2,1180.31,debt_consolidation,INDIVIDUAL,Fully Paid
680893,11000,60,C4,254.82,debt_consolidation,INDIVIDUAL,Fully Paid
687893,22800,60,D3,545.77,debt_consolidation,INDIVIDUAL,Charged Off
688659,22000,60,C5,513.85,debt_consolidation,INDIVIDUAL,Fully Paid
688588,6700,60,C3,153.93,debt_consolidation,INDIVIDUAL,Fully Paid
688569,5000,60,B2,106.24,other,INDIVIDUAL,Fully Paid
688513,4800,60,E2,118.7,debt_consolidation,INDIVIDUAL,Fully Paid
688483,5000,36,A4,155.05,other,INDIVIDUAL,Fully Paid
688463,8225,60,B4,177.77,debt_consolidation,INDIVIDUAL,Fully Paid
669660,13150,60,D4,317.35,major_purchase,INDIVIDUAL,Fully Paid
684673,35000,36,D1,1205.42,credit_card,INDIVIDUAL,Fully Paid
688415,20000,60,E3,312.23,other,INDIVIDUAL,Fully Paid
688360,30000,60,E1,512.09,debt_consolidation,INDIVIDUAL,Fully Paid
687206,12000,60,B4,259.36,debt_consolidation,INDIVIDUAL,Fully Paid
688262,2275,36,C2,76.72,debt_consolidation,INDIVIDUAL,Fully Paid
686170,6000,60,A4,119.63,car,INDIVIDUAL,Fully Paid
688200,30800,60,E5,780.11,debt_consolidation,INDIVIDUAL,Fully Paid
688186,6400,60,D2,151.96,debt_consolidation,INDIVIDUAL,Fully Paid
688168,6000,60,E3,149.57,debt_consolidation,INDIVIDUAL,Fully Paid
676186,3200,36,B5,104.94,other,INDIVIDUAL,Fully Paid
688026,17000,60,E2,420.4,house,INDIVIDUAL,Fully Paid
688020,5000,36,D1,172.21,vacation,INDIVIDUAL,Fully Paid
687939,5000,36,A2,151.64,debt_consolidation,INDIVIDUAL,Fully Paid
687902,13400,60,C1,302.71,debt_consolidation,INDIVIDUAL,Fully Paid
687363,5400,36,B2,174.25,credit_card,INDIVIDUAL,Fully Paid
687655,28000,60,F4,731.9,small_business,INDIVIDUAL,Fully Paid
687915,8000,36,A4,248.08,debt_consolidation,INDIVIDUAL,Fully Paid
687805,10000,60,E3,249.28,debt_consolidation,INDIVIDUAL,Fully Paid
687877,1000,60,C4,23.17,moving,INDIVIDUAL,Fully Paid
687875,7000,36,A2,212.29,car,INDIVIDUAL,Fully Paid
687745,6000,60,C4,138.99,debt_consolidation,INDIVIDUAL,Fully Paid
687785,3200,60,B1,67.41,debt_consolidation,INDIVIDUAL,Charged Off
687649,14000,36,B3,454.18,debt_consolidation,INDIVIDUAL,Fully Paid
686989,31500,60,F1,804.19,credit_card,INDIVIDUAL,Charged Off
687669,12000,60,B3,257.16,other,INDIVIDUAL,Fully Paid
687503,28000,60,G1,743.55,credit_card,INDIVIDUAL,Fully Paid
687618,12750,60,B3,273.23,debt_consolidation,INDIVIDUAL,Fully Paid
687570,5950,36,A5,185.52,debt_consolidation,INDIVIDUAL,Fully Paid
687550,12000,36,B5,393.5,wedding,INDIVIDUAL,Charged Off
687534,12700,60,B4,274.49,small_business,INDIVIDUAL,Charged Off
686310,3000,60,D3,71.82,car,INDIVIDUAL,Fully Paid
687218,10250,36,A4,317.86,credit_card,INDIVIDUAL,Fully Paid
687492,29700,60,E5,752.25,debt_consolidation,INDIVIDUAL,Fully Paid
675933,13650,60,F4,356.8,home_improvement,INDIVIDUAL,Fully Paid
687417,35000,60,E5,711.09,debt_consolidation,INDIVIDUAL,Fully Paid
687408,7200,36,A4,223.28,credit_card,INDIVIDUAL,Fully Paid
687405,4000,36,B3,129.77,major_purchase,INDIVIDUAL,Fully Paid
687214,14000,60,B3,300.02,debt_consolidation,INDIVIDUAL,Fully Paid
687361,8000,60,B3,171.44,debt_consolidation,INDIVIDUAL,Charged Off
683816,7400,36,A1,223.19,car,INDIVIDUAL,Fully Paid
676097,1400,36,A5,43.66,debt_consolidation,INDIVIDUAL,Fully Paid
687289,7000,36,A3,215.89,car,INDIVIDUAL,Fully Paid
683581,8000,60,B3,171.44,car,INDIVIDUAL,Fully Paid
687230,5000,36,A3,154.21,debt_consolidation,INDIVIDUAL,Fully Paid
687235,15000,60,E2,370.94,debt_consolidation,INDIVIDUAL,Fully Paid
687222,1200,36,A5,37.42,major_purchase,INDIVIDUAL,Fully Paid
679525,21250,60,F1,403.37,debt_consolidation,INDIVIDUAL,Charged Off
687163,2500,36,A5,77.95,debt_consolidation,INDIVIDUAL,Fully Paid
685965,25975,60,D3,621.77,debt_consolidation,INDIVIDUAL,Charged Off
680482,12000,36,A3,370.09,major_purchase,INDIVIDUAL,Fully Paid
687134,11000,60,B3,235.73,wedding,INDIVIDUAL,Fully Paid
687114,10800,36,B4,352.25,debt_consolidation,INDIVIDUAL,Fully Paid
687022,12000,60,D3,287.25,debt_consolidation,INDIVIDUAL,Fully Paid
682668,8750,60,C1,197.66,car,INDIVIDUAL,Fully Paid
687065,5000,36,B2,161.34,debt_consolidation,INDIVIDUAL,Fully Paid
687062,20000,60,G3,539.39,home_improvement,INDIVIDUAL,Fully Paid
687039,8400,60,C1,189.76,debt_consolidation,INDIVIDUAL,Fully Paid
686910,7500,60,E1,183.99,debt_consolidation,INDIVIDUAL,Charged Off
686911,14000,36,A5,436.52,debt_consolidation,INDIVIDUAL,Fully Paid
686899,13250,60,F3,343.64,debt_consolidation,INDIVIDUAL,Fully Paid
686857,15800,60,D5,384.4,debt_consolidation,INDIVIDUAL,Fully Paid
686849,7000,36,A5,218.26,moving,INDIVIDUAL,Fully Paid
686793,5625,36,C1,188.67,credit_card,INDIVIDUAL,Fully Paid
686797,5400,60,B4,116.72,home_improvement,INDIVIDUAL,Fully Paid
686253,5625,60,C3,129.23,car,INDIVIDUAL,Fully Paid
686772,16000,36,C5,548.17,major_purchase,INDIVIDUAL,Fully Paid
686750,3000,60,C2,68.36,car,INDIVIDUAL,Fully Paid
686751,3600,36,D5,126.61,major_purchase,INDIVIDUAL,Fully Paid
686062,10000,60,C1,225.9,debt_consolidation,INDIVIDUAL,Fully Paid
686476,5000,36,A3,154.21,other,INDIVIDUAL,Charged Off
683809,6000,60,B1,126.4,car,INDIVIDUAL,Fully Paid
665789,9600,36,A5,299.33,credit_card,INDIVIDUAL,Fully Paid
684720,8400,60,C3,192.98,car,INDIVIDUAL,Fully Paid
686431,5000,60,D5,121.65,debt_consolidation,INDIVIDUAL,Fully Paid
686089,8000,36,A2,242.62,debt_consolidation,INDIVIDUAL,Fully Paid
686343,15875,60,D2,376.92,debt_consolidation,INDIVIDUAL,Charged Off
686283,8500,36,B4,277.24,debt_consolidation,INDIVIDUAL,Fully Paid
686263,9600,36,B3,311.44,other,INDIVIDUAL,Fully Paid
684817,4000,36,A3,123.37,medical,INDIVIDUAL,Fully Paid
686248,12000,36,E2,426.47,credit_card,INDIVIDUAL,Fully Paid
680631,15000,36,B1,481.41,debt_consolidation,INDIVIDUAL,Fully Paid
686232,9600,60,D5,233.56,credit_card,INDIVIDUAL,Fully Paid
686223,6000,36,A2,181.97,debt_consolidation,INDIVIDUAL,Fully Paid
686219,25000,60,D4,603.32,debt_consolidation,INDIVIDUAL,Fully Paid
685713,10000,36,A5,311.8,medical,INDIVIDUAL,Fully Paid
686196,11200,36,A4,347.32,credit_card,INDIVIDUAL,Fully Paid
685376,10000,36,D5,351.67,major_purchase,INDIVIDUAL,Fully Paid
686069,6000,36,A1,180.96,other,INDIVIDUAL,Fully Paid
686059,6000,36,B3,194.65,credit_card,INDIVIDUAL,Fully Paid
685859,10000,36,B1,320.94,debt_consolidation,INDIVIDUAL,Fully Paid
685572,8500,60,C2,193.67,debt_consolidation,INDIVIDUAL,Fully Paid
684843,4800,36,A4,148.85,car,INDIVIDUAL,Fully Paid
684807,8000,36,B2,258.14,wedding,INDIVIDUAL,Fully Paid
685886,30000,60,G5,821.59,debt_consolidation,INDIVIDUAL,Fully Paid
685502,17400,60,E4,437.23,credit_card,INDIVIDUAL,Fully Paid
685850,10000,36,A2,303.27,debt_consolidation,INDIVIDUAL,Fully Paid
684594,35000,60,E1,858.59,credit_card,INDIVIDUAL,Charged Off
685799,2000,36,A4,62.02,debt_consolidation,INDIVIDUAL,Fully Paid
685685,13000,60,B4,280.97,credit_card,INDIVIDUAL,Fully Paid
681450,7000,60,B1,147.46,car,INDIVIDUAL,Fully Paid
685715,35000,60,F5,922.23,debt_consolidation,INDIVIDUAL,Fully Paid
685712,6000,36,A2,181.97,debt_consolidation,INDIVIDUAL,Fully Paid
683656,7200,36,C5,246.68,home_improvement,INDIVIDUAL,Fully Paid
685690,2000,36,A4,62.02,small_business,INDIVIDUAL,Fully Paid
684141,5200,36,A4,161.26,debt_consolidation,INDIVIDUAL,Fully Paid
685677,20000,36,B4,652.32,vacation,INDIVIDUAL,Fully Paid
682541,13500,60,B4,291.78,car,INDIVIDUAL,Fully Paid
685653,8000,36,B3,259.53,wedding,INDIVIDUAL,Fully Paid
684519,19500,60,F4,509.72,debt_consolidation,INDIVIDUAL,Fully Paid
685561,2500,36,A4,77.53,other,INDIVIDUAL,Charged Off
685540,3600,36,A1,108.58,renewable_energy,INDIVIDUAL,Fully Paid
685536,9925,36,A4,307.78,car,INDIVIDUAL,Fully Paid
685525,8000,36,C1,268.33,debt_consolidation,INDIVIDUAL,Fully Paid
685481,4800,60,A5,96.55,car,INDIVIDUAL,Fully Paid
685486,8850,36,B3,287.11,credit_card,INDIVIDUAL,Fully Paid
685510,10000,36,B3,324.42,other,INDIVIDUAL,Fully Paid
684811,5300,36,A1,159.85,debt_consolidation,INDIVIDUAL,Fully Paid
683592,5075,36,A2,153.91,debt_consolidation,INDIVIDUAL,Fully Paid
683109,6400,36,C2,215.83,debt_consolidation,INDIVIDUAL,Fully Paid
685438,11000,36,A1,331.76,debt_consolidation,INDIVIDUAL,Fully Paid
685480,15000,36,D3,522.04,small_business,INDIVIDUAL,Charged Off
685444,14000,60,B2,297.46,debt_consolidation,INDIVIDUAL,Fully Paid
685464,19000,36,B3,616.39,debt_consolidation,INDIVIDUAL,Fully Paid
685450,16000,60,C3,367.59,major_purchase,INDIVIDUAL,Charged Off
667595,10000,60,B3,214.3,debt_consolidation,INDIVIDUAL,Fully Paid
681069,30000,60,F4,784.18,debt_consolidation,INDIVIDUAL,Fully Paid
685339,10000,60,B1,210.66,debt_consolidation,INDIVIDUAL,Charged Off
685289,5000,36,B3,162.21,credit_card,INDIVIDUAL,Fully Paid
684055,13000,60,E3,324.07,major_purchase,INDIVIDUAL,Charged Off
685258,4500,36,A5,140.31,major_purchase,INDIVIDUAL,Charged Off
675007,25000,60,F1,638.25,other,INDIVIDUAL,Fully Paid
679691,7500,36,A2,227.46,debt_consolidation,INDIVIDUAL,Fully Paid
685139,4000,36,A2,121.31,car,INDIVIDUAL,Fully Paid
684314,6000,60,B5,130.79,car,INDIVIDUAL,Fully Paid
683080,10000,36,A4,310.1,debt_consolidation,INDIVIDUAL,Fully Paid
685078,18000,36,B4,587.09,debt_consolidation,INDIVIDUAL,Fully Paid
685085,6000,36,A5,187.08,debt_consolidation,INDIVIDUAL,Fully Paid
680000,20000,36,D2,692.43,debt_consolidation,INDIVIDUAL,Fully Paid
685052,4000,36,B4,130.47,credit_card,INDIVIDUAL,Fully Paid
685046,16750,36,D3,582.95,debt_consolidation,INDIVIDUAL,Fully Paid
684264,16800,36,E1,593.97,debt_consolidation,INDIVIDUAL,Fully Paid
685037,10000,60,D4,241.33,debt_consolidation,INDIVIDUAL,Fully Paid
681501,9750,36,C2,328.8,small_business,INDIVIDUAL,Fully Paid
684988,35000,36,D5,1230.85,small_business,INDIVIDUAL,Fully Paid
684950,6000,36,B5,196.75,debt_consolidation,INDIVIDUAL,Fully Paid
684976,10000,60,E3,249.28,debt_consolidation,INDIVIDUAL,Fully Paid
684868,28000,60,D5,681.21,debt_consolidation,INDIVIDUAL,Fully Paid
676013,30000,60,G1,796.66,small_business,INDIVIDUAL,Fully Paid
684855,20000,60,G2,535.24,debt_consolidation,INDIVIDUAL,Charged Off
674906,10000,36,B3,324.42,credit_card,INDIVIDUAL,Fully Paid
684512,1675,36,B5,54.93,debt_consolidation,INDIVIDUAL,Fully Paid
684402,6000,60,B3,128.58,debt_consolidation,INDIVIDUAL,Fully Paid
684665,4600,36,B5,150.84,debt_consolidation,INDIVIDUAL,Fully Paid
684630,30000,60,G4,815.32,debt_consolidation,INDIVIDUAL,Fully Paid
684790,5000,60,E2,123.65,major_purchase,INDIVIDUAL,Fully Paid
684733,5000,36,B5,163.96,debt_consolidation,INDIVIDUAL,Fully Paid
684732,25000,60,D5,608.22,major_purchase,INDIVIDUAL,Charged Off
684698,11000,36,A5,342.98,debt_consolidation,INDIVIDUAL,Fully Paid
684661,35000,60,F5,922.23,credit_card,INDIVIDUAL,Charged Off
684676,17400,36,A5,542.53,major_purchase,INDIVIDUAL,Fully Paid
684637,4000,36,A2,121.31,home_improvement,INDIVIDUAL,Fully Paid
684571,1800,36,C2,60.71,car,INDIVIDUAL,Fully Paid
681830,4200,60,E2,103.87,major_purchase,INDIVIDUAL,Fully Paid
684552,8000,60,D5,194.63,debt_consolidation,INDIVIDUAL,Charged Off
684493,8000,36,B2,258.14,credit_card,INDIVIDUAL,Fully Paid
638816,15000,60,C5,350.35,debt_consolidation,INDIVIDUAL,Fully Paid
684456,8400,60,C3,192.98,medical,INDIVIDUAL,Fully Paid
684430,18000,60,E2,445.13,debt_consolidation,INDIVIDUAL,Charged Off
684390,14500,60,C2,330.37,credit_card,INDIVIDUAL,Fully Paid
680940,7000,36,A5,218.26,debt_consolidation,INDIVIDUAL,Fully Paid
684331,10000,36,A4,310.1,debt_consolidation,INDIVIDUAL,Fully Paid
681752,4000,36,B4,130.47,debt_consolidation,INDIVIDUAL,Fully Paid
684272,12000,36,A4,372.12,house,INDIVIDUAL,Fully Paid
684273,15000,60,B5,326.96,credit_card,INDIVIDUAL,Fully Paid
683594,13000,36,A3,400.93,debt_consolidation,INDIVIDUAL,Fully Paid
684223,5000,60,B5,108.99,car,INDIVIDUAL,Fully Paid
684205,18000,60,C5,420.42,small_business,INDIVIDUAL,Fully Paid
678788,10400,36,B2,335.58,car,INDIVIDUAL,Fully Paid
684154,3000,60,B1,63.2,vacation,INDIVIDUAL,Fully Paid
683681,5600,60,B3,120.01,car,INDIVIDUAL,Fully Paid
676161,2500,36,A4,77.53,home_improvement,INDIVIDUAL,Fully Paid
683989,8000,36,A4,248.08,debt_consolidation,INDIVIDUAL,Fully Paid
684004,7200,36,D1,247.98,debt_consolidation,INDIVIDUAL,Fully Paid
683177,7000,36,B5,229.54,moving,INDIVIDUAL,Fully Paid
683977,11000,36,B4,358.78,debt_consolidation,INDIVIDUAL,Fully Paid
683965,5000,36,B3,162.21,small_business,INDIVIDUAL,Fully Paid
683963,5000,36,A1,150.8,small_business,INDIVIDUAL,Fully Paid
683909,2500,36,B3,81.11,car,INDIVIDUAL,Fully Paid
683908,3000,36,A5,93.54,home_improvement,INDIVIDUAL,Fully Paid
661393,5600,60,E4,140.72,house,INDIVIDUAL,Fully Paid
682611,15000,60,D5,364.94,debt_consolidation,INDIVIDUAL,Fully Paid
683866,4000,36,B5,131.17,credit_card,INDIVIDUAL,Fully Paid
683805,7000,36,A3,215.89,debt_consolidation,INDIVIDUAL,Fully Paid
683804,16450,60,E1,403.54,vacation,INDIVIDUAL,Charged Off
682142,6000,36,B3,194.65,small_business,INDIVIDUAL,Charged Off
683595,12000,36,A4,372.12,house,INDIVIDUAL,Fully Paid
683737,9125,36,B5,299.22,credit_card,INDIVIDUAL,Fully Paid
677834,12000,60,F1,306.36,small_business,INDIVIDUAL,Fully Paid
683723,14500,36,C2,488.99,credit_card,INDIVIDUAL,Fully Paid
678681,3200,36,A1,96.52,debt_consolidation,INDIVIDUAL,Fully Paid
683688,24000,36,F2,875.15,credit_card,INDIVIDUAL,Fully Paid
681320,8400,36,C4,286.28,debt_consolidation,INDIVIDUAL,Fully Paid
683648,3000,36,B3,97.33,credit_card,INDIVIDUAL,Fully Paid
683478,2200,36,D4,76.97,other,INDIVIDUAL,Fully Paid
683627,8900,60,B3,190.73,debt_consolidation,INDIVIDUAL,Fully Paid
683634,5275,60,C4,122.2,home_improvement,INDIVIDUAL,Fully Paid
683587,8800,60,D2,208.94,debt_consolidation,INDIVIDUAL,Fully Paid
683567,8000,36,A1,241.28,debt_consolidation,INDIVIDUAL,Fully Paid
683572,11625,36,B2,375.11,debt_consolidation,INDIVIDUAL,Fully Paid
681948,13600,36,A5,424.05,debt_consolidation,INDIVIDUAL,Fully Paid
680492,12000,36,A4,372.12,debt_consolidation,INDIVIDUAL,Fully Paid
683509,12000,36,B4,391.39,debt_consolidation,INDIVIDUAL,Fully Paid
683476,35000,60,F1,893.54,credit_card,INDIVIDUAL,Fully Paid
683227,5650,36,A5,176.17,debt_consolidation,INDIVIDUAL,Fully Paid
683494,3000,36,B3,97.33,small_business,INDIVIDUAL,Charged Off
683428,25000,60,E3,623.2,debt_consolidation,INDIVIDUAL,Charged Off
364693,8525,36,D1,293.61,debt_consolidation,INDIVIDUAL,Charged Off
679353,5000,36,A2,151.64,car,INDIVIDUAL,Fully Paid
683411,20000,60,F1,510.6,credit_card,INDIVIDUAL,Fully Paid
683311,7200,36,A5,224.5,debt_consolidation,INDIVIDUAL,Fully Paid
682043,10750,36,A2,326.02,debt_consolidation,INDIVIDUAL,Charged Off
683337,5000,36,A2,151.64,debt_consolidation,INDIVIDUAL,Fully Paid
682053,5000,36,D4,174.93,debt_consolidation,INDIVIDUAL,Fully Paid
683236,35000,60,E3,872.48,credit_card,INDIVIDUAL,Fully Paid
683251,15000,36,C2,505.85,house,INDIVIDUAL,Fully Paid
683175,10000,60,D4,241.33,debt_consolidation,INDIVIDUAL,Fully Paid
683201,12000,36,A2,363.93,debt_consolidation,INDIVIDUAL,Fully Paid
683184,35000,60,D5,851.51,debt_consolidation,INDIVIDUAL,Charged Off
683183,10000,36,A3,308.41,debt_consolidation,INDIVIDUAL,Fully Paid
682295,11000,36,B3,356.86,debt_consolidation,INDIVIDUAL,Fully Paid
683164,4750,36,B3,154.1,debt_consolidation,INDIVIDUAL,Fully Paid
683166,6000,36,A5,187.08,debt_consolidation,INDIVIDUAL,Fully Paid
683165,4200,36,A4,130.25,debt_consolidation,INDIVIDUAL,Fully Paid
683134,15000,36,B3,486.62,debt_consolidation,INDIVIDUAL,Fully Paid
683089,15000,36,C5,513.91,debt_consolidation,INDIVIDUAL,Fully Paid
683037,1000,36,B3,32.45,credit_card,INDIVIDUAL,Charged Off
683020,6000,36,A1,180.96,major_purchase,INDIVIDUAL,Fully Paid
683016,1200,36,C2,40.47,major_purchase,INDIVIDUAL,Fully Paid
682975,4000,36,A1,120.64,credit_card,INDIVIDUAL,Fully Paid
675584,15000,36,B5,491.87,debt_consolidation,INDIVIDUAL,Fully Paid
682941,7000,60,D3,167.57,credit_card,INDIVIDUAL,Charged Off
682101,12175,60,C1,275.03,home_improvement,INDIVIDUAL,Fully Paid
679565,1500,60,C1,33.89,other,INDIVIDUAL,Fully Paid
682866,16000,60,E1,392.5,car,INDIVIDUAL,Fully Paid
682867,20000,60,E5,506.57,other,INDIVIDUAL,Fully Paid
682833,14800,36,C5,507.06,car,INDIVIDUAL,Fully Paid
682824,35000,60,E2,865.52,small_business,INDIVIDUAL,Fully Paid
677032,12000,36,A3,370.09,debt_consolidation,INDIVIDUAL,Fully Paid
682633,2000,36,A5,62.36,major_purchase,INDIVIDUAL,Fully Paid
682766,6000,36,A1,180.96,wedding,INDIVIDUAL,Fully Paid
661576,9000,60,B5,196.18,debt_consolidation,INDIVIDUAL,Fully Paid
682246,4250,36,C1,142.55,debt_consolidation,INDIVIDUAL,Charged Off
682691,4375,36,E1,154.68,debt_consolidation,INDIVIDUAL,Charged Off
682648,14500,36,D1,499.39,debt_consolidation,INDIVIDUAL,Fully Paid
682634,4200,36,D5,147.71,other,INDIVIDUAL,Charged Off
682652,14000,36,A5,436.52,debt_consolidation,INDIVIDUAL,Fully Paid
663275,10625,60,F2,273.41,debt_consolidation,INDIVIDUAL,Fully Paid
682198,7500,60,A5,150.86,other,INDIVIDUAL,Fully Paid
682554,7200,60,E2,178.05,car,INDIVIDUAL,Fully Paid
680291,10000,36,B5,327.91,credit_card,INDIVIDUAL,Fully Paid
682158,10000,60,D3,239.38,major_purchase,INDIVIDUAL,Fully Paid
682469,12000,36,A2,363.93,credit_card,INDIVIDUAL,Fully Paid
679662,3500,36,B4,114.16,small_business,INDIVIDUAL,Fully Paid
682488,20000,60,C1,451.8,debt_consolidation,INDIVIDUAL,Fully Paid
676332,15000,36,C1,503.11,home_improvement,INDIVIDUAL,Fully Paid
682254,2100,36,C3,71.2,other,INDIVIDUAL,Fully Paid
682422,6000,60,F1,153.18,major_purchase,INDIVIDUAL,Fully Paid
681502,1400,36,D2,48.47,house,INDIVIDUAL,Charged Off
661254,30000,60,E1,735.94,debt_consolidation,INDIVIDUAL,Fully Paid
681637,5000,60,B5,108.99,major_purchase,INDIVIDUAL,Fully Paid
680899,12000,60,F2,308.79,major_purchase,INDIVIDUAL,Fully Paid
681341,8800,36,A4,272.89,debt_consolidation,INDIVIDUAL,Fully Paid
682188,13200,60,E1,323.82,debt_consolidation,INDIVIDUAL,Fully Paid
682181,14000,60,B3,300.02,wedding,INDIVIDUAL,Charged Off
682162,25000,60,D4,603.32,other,INDIVIDUAL,Fully Paid
682143,18000,60,C4,416.97,debt_consolidation,INDIVIDUAL,Charged Off
681895,5400,36,A4,167.46,home_improvement,INDIVIDUAL,Fully Paid
677492,9800,60,B1,206.45,wedding,INDIVIDUAL,Fully Paid
682070,9000,60,B4,194.52,credit_card,INDIVIDUAL,Fully Paid
682064,12000,36,B2,387.21,credit_card,INDIVIDUAL,Fully Paid
681305,2400,36,A2,72.79,major_purchase,INDIVIDUAL,Fully Paid
679758,11500,60,C1,259.79,debt_consolidation,INDIVIDUAL,Fully Paid
682078,4000,36,C3,135.61,small_business,INDIVIDUAL,Fully Paid
682030,4800,36,B3,155.72,major_purchase,INDIVIDUAL,Fully Paid
682014,7000,36,C1,234.79,debt_consolidation,INDIVIDUAL,Fully Paid
682002,9000,60,C1,203.31,debt_consolidation,INDIVIDUAL,Fully Paid
681967,12400,36,B4,404.44,debt_consolidation,INDIVIDUAL,Fully Paid
679022,13000,36,B4,424.01,house,INDIVIDUAL,Charged Off
679852,9450,60,B4,204.25,debt_consolidation,INDIVIDUAL,Fully Paid
681845,9450,60,G2,252.9,debt_consolidation,INDIVIDUAL,Fully Paid
